plec,wynagrodzenie_brutto,rok_rozpoczecia,rok_zakonczenia,suma_wplaconych_skladek,emerytura_nominalna,zadowolony
k,6651,2027,2062,108736,6257.17,False
m,5162,2028,2063,52711,6451.77,False
m,10503,2025,2055,10135,5043.61,False
m,11477,2030,2050,16325,4318.21,False
m,7752,2028,2062,89485,6257.17,False
k,5002,2024,2060,73546,5884.61,False
m,11012,2028,2063,43681,6451.77,False
m,14785,2024,2059,42471,7778.160610091084,True
m,13875,2026,2056,70945,5660.517643291133,False
k,10369,2024,2062,11498,6257.17,False
k,6288,2034,2063,60109,6451.77,False
m,9112,2024,2056,9179,5202.08,False
k,12690,2027,2058,15812,5533.26,False
k,17409,2026,2060,38681,5884.61,False
m,11424,2025,2061,26392,6419.306457127974,False
m,7119,2039,2059,43244,5706.34,False
k,5378,2027,2063,48140,6451.77,False
m,10717,2028,2059,14831,5706.34,False
k,7364,2025,2061,36541,6068.21,False
k,19871,2025,2055,7289,5043.61,False
k,28709,2026,2056,1670,5725.288316728318,False
m,10481,2030,2061,14035,6068.21,False
k,23199,2031,2060,57836,5884.61,False
m,11507,2028,2061,19894,6068.21,False
k,9264,2033,2058,35111,5533.26,False
m,10610,2029,2054,64938,4889.78,False
k,10046,2026,2041,34969,3256.3,False
k,11560,2026,2061,446,6068.21,False
m,23461,2028,2057,3583,9282.631199921456,True
k,23113,2024,2062,44911,6861.186728086932,True
k,20154,2030,2058,8159,6249.987415947926,False
k,17946,2024,2052,50427,6141.200930413673,False
k,4900,2027,2056,74281,5202.08,False
k,17586,2027,2054,8057,5398.420523516726,False
m,13429,2035,2063,7032,6451.77,False
k,20817,2028,2062,61934,8690.321900125795,True
k,13134,2028,2050,59540,4318.21,False
m,6983,2024,2048,136405,4056.92,False
m,19262,2025,2052,13094,6997.226567501391,True
m,31005,2025,2061,18669,15734.463381808964,True
k,14812,2025,2052,114206,4721.377453841928,False
m,10519,2036,2051,17951,4454.84,False
k,14540,2031,2059,27189,5706.34,False
k,5724,2024,2063,87019,6451.77,False
k,20550,2025,2055,12399,5043.61,False
m,18396,2027,2058,81036,8077.943703341068,True
m,7904,2030,2056,97967,5202.08,False
k,9442,2029,2054,22684,4889.78,False
k,14874,2026,2061,28036,6639.714604437711,False
k,6696,2024,2063,18445,6451.77,False
m,13619,2024,2052,31762,5311.294747057186,False
k,22799,2026,2061,5557,6068.21,False
k,13917,2026,2062,5581,6487.150469978606,False
k,8842,2027,2061,55021,6068.21,False
k,6490,2024,2060,38955,5884.61,False
m,7795,2028,2052,40587,4595.52,False
m,16623,2027,2054,6800,5812.523586353899,False
m,4769,2027,2061,13454,6068.21,False
m,16564,2027,2059,19092,7272.885087122996,True
k,40496,2027,2059,3491,13941.807383583744,True
m,4980,2028,2060,57206,5884.61,False
m,11237,2024,2060,70560,6162.323518710927,False
k,17236,2027,2058,112147,5533.26,False
m,9285,2024,2061,11609,6068.21,False
k,22522,2027,2059,11946,5706.34,False
k,18739,2025,2062,310,6257.17,False
k,5246,2027,2048,15603,4056.92,False
m,47142,2039,2061,11311,11798.521866113055,True
k,11025,2024,2062,25767,6257.17,False
m,6367,2028,2054,28332,4889.78,False
m,8500,2030,2058,6994,5533.26,False
m,11672,2027,2063,11817,6451.77,False
m,20885,2024,2062,57786,12423.74253348059,True
k,9425,2030,2062,26274,6257.17,False
k,22897,2024,2061,43443,11417.389701972981,True
m,7338,2028,2055,75123,5043.61,False
m,4856,2028,2062,2122,6257.17,False
k,20722,2031,2062,32470,6257.17,False
m,24363,2024,2057,18374,12103.474163187428,True
k,28307,2024,2061,101130,13554.955028103863,True
k,6814,2025,2054,68088,4889.78,False
k,20622,2024,2049,62848,4185.61,False
k,15194,2033,2063,28769,6451.77,False
k,8956,2025,2047,6753,3932.04,False
k,17464,2026,2052,43265,5204.442030542259,False
k,10001,2024,2057,14245,5365.22,False
m,14241,2027,2057,10735,5717.972229478668,False
k,6709,2026,2054,19467,4889.78,False
m,23862,2026,2053,6463,8476.652970399895,True
m,4904,2037,2063,51145,6451.77,False
k,15392,2024,2063,33873,6451.77,False
m,26553,2024,2058,18730,13525.303048050615,True
m,9558,2025,2055,3107,5043.61,False
m,31901,2028,2063,13652,16131.018218715137,True
m,7383,2025,2061,93602,6068.21,False
m,20690,2025,2059,6421,10683.954278742056,True
k,17897,2029,2063,17418,6451.77,False
k,21351,2033,2061,16523,6068.21,False
k,29126,2030,2061,54,6068.21,False
k,18631,2027,2062,115113,6257.17,False
k,4847,2026,2059,91041,5706.34,False
k,10925,2026,2057,14881,5365.22,False
k,7534,2026,2047,23312,3932.04,False
k,5406,2031,2055,63202,5043.61,False
m,30968,2037,2056,64100,6584.444105789719,False
k,16972,2026,2055,16033,5813.109493025803,False
k,8519,2032,2061,27426,6068.21,False
m,4723,2029,2056,22845,5202.08,False
m,6327,2024,2063,11143,6451.77,False
m,4797,2024,2061,395,6068.21,False
k,12758,2032,2060,10623,5884.61,False
m,37535,2028,2060,2877,15891.134689883485,True
k,6259,2024,2058,16863,5533.26,False
m,13125,2032,2062,45314,6257.17,False
m,25839,2034,2045,3519,3693.12,False
m,4835,2024,2055,58907,5043.61,False
m,10660,2027,2057,77445,5365.22,False
k,18200,2034,2056,34340,5202.08,False
k,9595,2028,2052,75165,4595.52,False
k,12746,2024,2059,15732,5706.34,False
m,14160,2025,2063,44976,8275.370988523428,True
m,12826,2028,2051,36236,4454.84,False
k,8884,2027,2051,113252,4454.84,False
k,7374,2025,2058,27571,5533.26,False
m,9085,2024,2059,73180,5706.34,False
k,7735,2030,2062,14478,6257.17,False
k,28406,2028,2053,8691,4740.46,False
m,5950,2025,2054,19652,4889.78,False
m,13558,2028,2054,24380,4889.78,False
m,7170,2028,2055,36759,5043.61,False
k,6510,2024,2061,15739,6068.21,False
m,24309,2032,2058,20712,7619.873683997928,True
m,15105,2030,2060,2484,5884.61,False
m,33468,2026,2059,24394,15254.585539025691,True
k,22239,2032,2061,17707,7113.595966616697,True
m,5353,2028,2052,26238,4595.52,False
k,15977,2029,2061,32560,6068.21,False
k,17583,2025,2060,57040,5884.61,False
k,11604,2024,2060,9255,5884.61,False
m,12733,2026,2058,33928,5672.752861099639,False
m,15936,2027,2058,69280,6997.72292109389,True
m,12956,2027,2060,45795,6216.493703986385,False
k,8855,2024,2060,27719,5884.61,False
k,7279,2032,2057,2848,5365.22,False
k,30666,2034,2062,12042,6257.17,False
m,32780,2026,2054,27802,11970.336647593605,True
m,6449,2028,2062,28516,6257.17,False
k,10766,2025,2041,95176,3256.3,False
m,5518,2028,2057,13607,5365.22,False
k,9791,2026,2058,11346,5533.26,False
m,7313,2025,2062,49634,6257.17,False
m,9456,2025,2062,14134,6257.17,False
m,6689,2024,2057,16040,5365.22,False
k,5207,2027,2061,18126,6068.21,False
k,12529,2024,2063,36174,6849.825357399077,False
m,6729,2027,2062,87990,6257.17,False
k,5040,2027,2062,23066,6257.17,False
k,12047,2033,2061,16691,6068.21,False
k,6603,2025,2052,114187,4595.52,False
m,17796,2036,2058,6960,5533.26,False
k,18616,2024,2061,93970,6068.21,False
k,10810,2024,2051,3133,4454.84,False
m,12446,2025,2059,70206,6426.89680779234,False
m,9487,2026,2062,13647,6257.17,False
m,20427,2030,2061,128179,8296.763006696394,True
k,13888,2029,2058,9603,5533.26,False
m,11352,2026,2058,71231,5533.26,False
k,8065,2030,2054,6927,4889.78,False
m,16370,2030,2063,35831,7620.646337674091,True
m,4915,2033,2063,12871,6451.77,False
k,6534,2025,2063,13064,6451.77,False
k,8304,2025,2046,50853,3810.78,False
k,11215,2024,2059,42923,5706.34,False
k,4768,2026,2062,20918,6257.17,False
m,10974,2025,2061,6475,6068.21,False
k,8309,2024,2062,30090,6257.17,False
k,10683,2025,2060,53229,5884.61,False
k,11186,2025,2061,3308,6068.21,False
m,8091,2028,2063,76915,6451.77,False
k,39904,2031,2062,23910,13560.451230643017,True
k,23388,2025,2051,4324,4454.84,False
k,9744,2033,2060,11757,5884.61,False
k,10786,2026,2060,107360,5884.61,False
m,24335,2030,2058,38827,8582.649476332968,True
m,14824,2028,2062,38094,7028.276661929918,True
k,10356,2025,2059,78325,5706.34,False
k,7705,2031,2060,3028,5884.61,False
m,4979,2024,2052,60817,4595.52,False
k,17774,2027,2063,12746,6451.77,False
m,7488,2025,2059,10209,5706.34,False
k,29606,2027,2056,24755,5578.2876673861165,False
k,5739,2037,2061,27957,6068.21,False
k,22047,2027,2060,45944,8902.054063713917,True
k,6839,2028,2058,25137,5533.26,False
m,22176,2026,2058,15616,10330.330936247423,True
k,22486,2028,2054,4535,4889.78,False
k,5193,2024,2052,6867,4595.52,False
k,16984,2032,2059,7152,5706.34,False
m,7141,2025,2055,23702,5043.61,False
m,12082,2024,2047,12298,3932.04,False
k,12543,2025,2061,54044,6068.21,False
k,8904,2025,2050,118752,4318.21,False
k,5529,2025,2063,67556,6451.77,False
k,26932,2024,2062,10078,13618.303301601878,True
m,20706,2033,2058,73534,6112.066469057217,False
m,15707,2024,2060,29195,8613.652710544851,True
k,30010,2025,2056,69204,6211.156536539886,False
m,10313,2024,2049,41116,4185.61,False
k,5021,2024,2062,57311,6257.17,False
k,8714,2025,2053,20198,4740.46,False
m,6649,2033,2063,26966,6451.77,False
k,7272,2026,2061,60257,6068.21,False
k,7085,2025,2045,73931,3693.12,False
m,15148,2024,2059,23489,8332.566173827809,True
k,6616,2028,2058,36004,5533.26,False
m,31216,2024,2061,39485,16508.988029769884,True
k,31809,2029,2060,27535,11303.870692414335,True
k,6202,2024,2061,42493,6068.21,False
k,10272,2025,2052,52879,4595.52,False
k,14294,2028,2055,35592,5043.61,False
k,19996,2026,2044,18685,3875.178105084201,False
k,7859,2027,2051,21290,4454.84,False
m,17384,2027,2057,16727,7298.2572239580195,True
k,20303,2026,2055,40785,6954.016146411903,True
k,9588,2031,2058,3902,5533.26,False
m,5738,2032,2058,42157,5533.26,False
m,6023,2027,2060,44338,5884.61,False
m,14079,2024,2061,66996,8413.424191632277,True
k,5526,2024,2058,46991,5533.26,False
m,7925,2024,2056,20365,5202.08,False
m,4955,2030,2060,96112,5884.61,False
k,23881,2027,2054,7409,7330.813176509889,True
k,13663,2033,2056,64198,5202.08,False
k,9345,2031,2060,4524,5884.61,False
m,43138,2027,2060,48581,18006.598445822354,True
m,8142,2028,2062,56471,6257.17,False
m,25842,2032,2062,24832,10304.456074308564,True
k,24787,2025,2047,1151,3932.04,False
m,21052,2029,2049,30704,4975.543710192301,False
k,10083,2026,2058,86181,5533.26,False
k,9069,2024,2048,28068,4056.92,False
k,5061,2025,2058,53774,5533.26,False
k,16405,2031,2062,6409,6257.17,False
m,13972,2024,2058,48091,7049.881123875599,True
k,7739,2030,2060,39356,5884.61,False
m,8843,2026,2058,17613,5533.26,False
k,11973,2029,2061,32413,6068.21,False
m,9086,2027,2041,7984,3256.3,False
m,11316,2024,2058,6494,5970.133641127863,False
m,15146,2032,2060,13796,5884.61,False
k,8690,2024,2055,17397,5043.61,False
m,10070,2029,2051,111147,4454.84,False
k,5081,2029,2062,11236,6257.17,False
m,29259,2028,2061,27607,13732.65110738767,True
m,6346,2025,2060,10003,5884.61,False
m,17803,2034,2061,1759,6068.21,False
k,5018,2024,2054,41868,4889.78,False
m,14410,2026,2054,73696,5614.205448045548,False
k,26722,2027,2059,36140,5864.0633576132395,False
k,4700,2040,2062,10516,6257.17,False
k,6804,2027,2058,5125,5533.26,False
m,14438,2024,2055,71323,6708.230661087834,False
k,6410,2027,2047,15374,3932.04,False
k,12607,2034,2049,35531,4185.61,False
m,8418,2031,2062,37984,6257.17,False
m,10809,2025,2062,1228,6334.295908007835,False
m,5307,2024,2055,21581,5043.61,False
m,13140,2024,2059,66420,7228.011587278684,True
m,16230,2025,2063,4776,9485.11801862538,True
m,20089,2024,2063,16874,13035.909947843116,True
m,19080,2034,2057,42612,5365.22,False
k,15214,2036,2063,29195,6451.77,False
m,14514,2026,2043,79886,3468.11,False
m,8578,2026,2055,8735,5043.61,False
m,4693,2024,2055,22497,5043.61,False
k,17733,2029,2054,28612,4889.78,False
k,10116,2027,2047,8859,3932.04,False
m,23299,2031,2063,8137,10281.11449214845,True
m,20320,2028,2061,637,9636.365854060181,True
m,24716,2026,2055,38727,10039.416399598786,True
k,32808,2031,2049,75300,4185.61,False
m,16054,2026,2056,22478,6549.473891560058,False
k,12001,2024,2060,35563,5884.61,False
k,6292,2024,2059,7842,5706.34,False
m,8814,2024,2058,14720,5533.26,False
m,6289,2028,2058,2682,5533.26,False
k,9103,2034,2061,87118,6068.21,False
k,7315,2027,2059,30892,5706.34,False
k,18178,2024,2058,22213,5533.26,False
k,14548,2031,2063,13005,6451.77,False
m,21855,2026,2063,84756,12623.533322563273,True
k,5781,2025,2062,42834,6257.17,False
m,5303,2024,2058,129919,5533.26,False
k,11827,2033,2052,35962,4595.52,False
k,33162,2026,2052,17210,9201.212640142392,True
m,7050,2026,2053,34846,4740.46,False
k,10140,2025,2061,13643,6068.21,False
m,8390,2025,2063,21753,6451.77,False
m,7782,2024,2045,51594,3693.12,False
k,21978,2025,2058,18249,9143.703784620855,True
m,6018,2031,2060,23553,5884.61,False
k,21101,2024,2050,52816,4318.21,False
k,11848,2026,2054,15252,4889.78,False
m,12391,2024,2059,16530,6816.003925264086,False
k,7656,2025,2056,26790,5202.08,False
k,6096,2041,2053,65423,4740.46,False
m,4591,2027,2063,47941,6451.77,False
m,6392,2025,2054,9941,4889.78,False
m,16633,2026,2061,16678,8436.720949116157,True
k,10808,2024,2061,426,6068.21,False
m,14598,2024,2051,11964,5692.4959053498005,False
k,9536,2025,2059,24229,5706.34,False
k,6805,2029,2059,25722,5706.34,False
k,12410,2024,2051,50105,4454.84,False
m,7522,2025,2062,14400,6257.17,False
k,6169,2029,2054,57921,4889.78,False
m,12580,2026,2054,18775,4901.228628481123,False
k,8119,2030,2062,9830,6257.17,False
k,29985,2026,2060,26796,7076.479424078165,True
k,4669,2026,2062,26059,6257.17,False
k,6350,2024,2061,7456,6068.21,False
k,7433,2027,2062,12816,6257.17,False
k,16754,2028,2062,65525,6994.170779397013,True
m,16576,2025,2060,59560,8540.69516685063,True
m,13108,2025,2062,1081,7681.55710631573,True
k,9754,2026,2051,69687,4454.84,False
k,5295,2026,2058,55222,5533.26,False
k,6045,2027,2053,26425,4740.46,False
m,5172,2029,2061,24745,6068.21,False
m,11620,2026,2057,41036,5365.22,False
k,36797,2024,2040,29671,5245.8894213645035,False
m,8726,2025,2054,24086,4889.78,False
k,13445,2037,2063,55281,6451.77,False
k,11161,2028,2062,41520,6257.17,False
m,9424,2027,2063,57414,6451.77,False
k,4899,2031,2054,43115,4889.78,False
m,6443,2027,2056,24984,5202.08,False
m,8411,2032,2061,81639,6068.21,False
k,15771,2026,2061,36984,6068.21,False
m,15380,2027,2062,3089,8052.642958958707,True
m,11773,2028,2049,74305,4185.61,False
k,12209,2034,2057,44993,5365.22,False
m,6318,2028,2058,16902,5533.26,False
m,10649,2029,2059,2745,5706.34,False
m,6161,2024,2060,43637,5884.61,False
m,9008,2025,2058,234,5533.26,False
k,13582,2024,2049,11635,4185.61,False
k,5935,2026,2061,27558,6068.21,False
k,21504,2033,2060,55086,6185.178019803294,False
k,7274,2024,2051,74999,4454.84,False
m,25104,2025,2061,68795,13331.805474854438,True
k,8159,2027,2063,24863,6451.77,False
m,4936,2024,2063,101641,6451.77,False
k,7598,2031,2053,20166,4740.46,False
k,9707,2024,2056,65264,5202.08,False
m,12908,2024,2061,26989,7713.650079237831,True
k,15443,2024,2053,34318,5524.365619160414,False
k,7514,2029,2059,20982,5706.34,False
k,10420,2027,2060,52353,5884.61,False
k,6372,2028,2053,1646,4740.46,False
m,19042,2027,2051,14808,6024.602403245095,False
m,24887,2024,2051,39418,9471.296660989248,True
k,15859,2033,2063,28982,6451.77,False
m,6094,2028,2051,207,4454.84,False
k,8562,2029,2055,83892,5043.61,False
k,31556,2031,2063,17887,6689.720383588622,False
m,22624,2028,2063,2894,11209.596330860079,True
k,12879,2025,2052,12220,4595.52,False
m,13882,2025,2054,56288,5769.746881946653,False
m,18395,2029,2049,43088,4347.573938295046,False
m,4706,2024,2059,10985,5706.34,False
k,13479,2024,2062,14936,6257.17,False
m,9419,2028,2058,5050,5533.26,False
m,7688,2032,2050,17732,4318.21,False
k,5328,2027,2062,28721,6257.17,False
m,12487,2026,2062,21361,6610.467542175486,False
m,6693,2025,2063,26614,6451.77,False
m,18378,2032,2057,49614,5724.480018547082,False
m,20607,2027,2060,97627,9887.56450741336,True
k,17538,2037,2062,17287,6257.17,False
k,7991,2024,2051,30393,4454.84,False
k,11814,2030,2062,106903,6257.17,False
m,8439,2031,2043,1862,3468.11,False
k,14386,2028,2059,4585,5706.34,False
m,10546,2030,2055,51956,5043.61,False
m,6614,2025,2047,24755,3932.04,False
k,22090,2027,2060,21091,8919.416440669498,True
k,24472,2025,2054,1629,8460.048856981668,True
k,7205,2028,2059,59105,5706.34,False
k,9786,2026,2057,8340,5365.22,False
m,4632,2028,2063,26718,6451.77,False
m,7465,2030,2063,36730,6451.77,False
k,17240,2027,2060,5945,6961.101830563249,True
m,8653,2032,2060,31042,5884.61,False
k,14022,2028,2062,29265,6257.17,False
m,7565,2024,2062,16465,6257.17,False
m,27140,2024,2055,33449,12090.125757843838,True
m,13529,2024,2053,44308,5763.616149989923,False
k,8738,2034,2060,25512,5884.61,False
k,9306,2024,2062,33240,6257.17,False
k,9909,2026,2063,24339,6451.77,False
m,11019,2028,2063,37137,6451.77,False
k,25304,2026,2057,37674,9426.708861584868,True
m,15636,2038,2058,48432,5533.26,False
k,10915,2026,2059,4291,5706.34,False
k,10550,2024,2063,44006,6451.77,False
m,18632,2025,2055,13367,7741.070058134931,True
m,21055,2033,2063,25880,8339.819192315636,True
k,14169,2033,2057,88591,5365.22,False
k,14932,2025,2062,9954,7368.807202448102,True
m,28266,2025,2055,46931,11834.260753218223,True
k,4691,2024,2062,2237,6257.17,False
m,9738,2025,2061,9293,6068.21,False
m,5834,2026,2062,27282,6257.17,False
m,6203,2025,2054,34347,4889.78,False
k,24855,2035,2060,10833,5884.61,False
m,6711,2025,2062,27009,6257.17,False
m,11655,2024,2050,93274,4318.21,False
m,7075,2026,2062,16459,6257.17,False
m,39792,2028,2059,69431,15763.795283705587,True
m,4523,2034,2062,55913,6257.17,False
k,15156,2028,2059,3643,5706.34,False
k,10757,2024,2050,19396,4318.21,False
k,48703,2025,2062,17883,10836.453370083304,True
k,18344,2025,2053,4074,4740.46,False
k,5964,2025,2060,65647,5884.61,False
m,8186,2024,2061,73844,6068.21,False
k,15711,2025,2060,3315,7122.810261459038,True
m,12982,2028,2039,4259,3056.07,False
k,10994,2024,2062,38266,6257.17,False
m,38566,2025,2054,90800,13810.63437537611,True
k,11954,2031,2061,13441,6068.21,False
k,13337,2024,2054,24258,4889.78,False
k,21944,2036,2061,100358,6068.21,False
m,14963,2024,2047,7221,4600.9722966176005,False
k,5756,2028,2045,55542,3693.12,False
m,9058,2025,2063,57389,6451.77,False
m,14198,2030,2046,23321,3810.78,False
m,19496,2032,2055,2833,5228.710478927496,False
m,5285,2031,2055,294,5043.61,False
k,5394,2025,2062,53251,6257.17,False
k,10699,2033,2062,1202,6257.17,False
k,15360,2026,2055,111486,5260.980545184792,False
k,10331,2027,2056,5496,5202.08,False
k,21333,2024,2060,921,5884.61,False
m,6443,2025,2057,14702,5365.22,False
m,6753,2035,2056,27623,5202.08,False
k,11004,2031,2061,40369,6068.21,False
k,12683,2025,2061,93461,6068.21,False
m,16032,2035,2060,97677,5884.61,False
m,5618,2024,2061,4177,6068.21,False
k,10043,2024,2057,5611,5365.22,False
k,15867,2026,2060,13205,6784.1404792850535,False
k,30710,2024,2047,15033,4304.446321530956,False
k,17460,2026,2058,12739,6839.671240846154,False
k,22483,2026,2057,46538,8427.279732798048,True
k,12059,2024,2061,24573,6068.21,False
m,8422,2038,2059,32793,5706.34,False
m,14566,2025,2060,47302,7847.325842602043,True
m,16447,2024,2056,46113,7977.668866108581,True
k,6644,2024,2057,588,5365.22,False
k,7054,2026,2055,45331,5043.61,False
k,12230,2024,2057,19961,5365.22,False
m,15458,2027,2055,41152,5921.548165970858,False
k,7128,2027,2059,1597,5706.34,False
m,12913,2031,2063,32543,6451.77,False
k,6917,2027,2063,58646,6451.77,False
m,5139,2024,2056,4366,5202.08,False
k,17701,2027,2056,5340,5202.08,False
k,4541,2031,2055,17093,5043.61,False
m,14376,2024,2050,55498,5120.259496123673,False
m,13763,2032,2063,54790,6451.77,False
k,26626,2025,2060,6975,11811.896356644062,True
m,8971,2027,2057,7412,5365.22,False
m,6295,2024,2063,86274,6451.77,False
m,10737,2028,2058,20269,5533.26,False
m,5549,2024,2062,35676,6257.17,False
m,12299,2024,2060,29079,6744.719850193616,False
k,25098,2025,2063,14624,7299.593036528397,True
m,9603,2025,2063,106874,6451.77,False
k,19413,2024,2059,45985,8984.563256593528,True
k,28214,2025,2061,1585,12907.566273069542,True
k,5040,2025,2047,24706,3932.04,False
k,13909,2024,2056,71279,5202.08,False
m,5255,2024,2042,75438,3360.7,False
k,9086,2032,2058,20570,5533.26,False
m,12749,2024,2052,10313,4972.002109569872,False
k,10929,2026,2053,2239,4740.46,False
k,10349,2026,2063,43096,6451.77,False
m,10626,2024,2053,17876,4740.46,False
m,22770,2030,2061,40108,9670.190368092824,True
m,8588,2025,2047,52091,3932.04,False
m,16111,2024,2055,42390,7159.05255033403,True
k,9012,2025,2063,63563,6451.77,False
m,20968,2029,2062,33726,9415.791861208432,True
m,10425,2028,2061,41165,6068.21,False
k,11074,2024,2063,44616,6451.77,False
k,14505,2027,2063,15570,6681.694286789471,False
m,6671,2025,2062,115413,6257.17,False
m,12093,2025,2063,31962,7067.377214986855,True
k,8559,2024,2049,29487,4185.61,False
k,8784,2027,2063,105987,6451.77,False
k,9880,2026,2045,33847,3693.12,False
k,11710,2026,2063,32753,6451.77,False
m,6935,2029,2063,5786,6451.77,False
k,7536,2024,2057,40773,5365.22,False
k,4500,2028,2062,7135,6257.17,False
m,24514,2037,2054,76586,4889.78,False
k,7114,2026,2058,387,5533.26,False
m,11149,2027,2058,63779,5533.26,False
k,30625,2024,2063,50638,15613.86884989472,True
k,16078,2024,2061,28541,6068.21,False
m,27187,2036,2061,12185,8209.532285047633,True
m,6827,2024,2045,20073,3693.12,False
k,15538,2024,2057,2500,6608.9026291564605,False
k,7243,2024,2063,41610,6451.77,False
m,14629,2029,2050,39671,4318.21,False
m,4685,2026,2052,92121,4595.52,False
m,18248,2031,2053,23463,4740.46,False
m,10775,2026,2063,31529,6451.77,False
k,20929,2025,2053,14187,6983.164625716454,True
k,17996,2025,2055,8586,6567.752267068996,False
m,15477,2030,2061,52319,6572.926496573237,False
k,30900,2027,2063,84227,13835.520592465089,True
m,10587,2027,2052,31694,4595.52,False
m,9916,2024,2063,39574,6451.77,False
m,9148,2025,2062,107303,6257.17,False
k,19331,2034,2061,3892,6068.21,False
k,44977,2031,2057,10483,11456.923287274189,True
k,16843,2030,2053,30693,4740.46,False
m,13335,2026,2063,44778,7366.399070865644,True
k,15130,2028,2056,12507,5202.08,False
m,10005,2028,2054,69962,4889.78,False
m,43471,2025,2054,66921,14029.605287950979,True
m,13874,2028,2051,61211,4454.84,False
k,5311,2031,2053,28402,4740.46,False
k,21090,2025,2059,34716,5706.34,False
k,24481,2024,2056,35600,5593.797812273673,False
k,7553,2025,2040,12300,3154.78,False
k,4744,2024,2060,54388,5884.61,False
m,18317,2025,2063,72962,11192.998916527733,True
k,8965,2027,2050,34100,4318.21,False
k,9742,2027,2056,26043,5202.08,False
k,42027,2026,2061,36702,9257.70804318872,True
m,23537,2027,2052,33300,7480.79957297077,True
m,4523,2024,2057,1848,5365.22,False
m,9542,2033,2054,39479,4889.78,False
m,12534,2024,2044,74595,3578.95,False
m,8370,2025,2063,53297,6451.77,False
k,13192,2025,2059,59393,5731.430283728642,False
k,32629,2026,2060,3970,13177.959784326038,True
k,26081,2027,2055,8629,5043.61,False
k,4760,2026,2052,17250,4595.52,False
m,27141,2025,2059,21816,13660.483070341572,True
k,11054,2025,2059,1384,5706.34,False
m,9398,2026,2060,12977,5884.61,False
m,15000,2027,2055,5031,5495.476121183265,False
k,7089,2024,2060,3681,5884.61,False
k,24137,2024,2062,62549,12461.740555169377,True
k,6918,2027,2059,12054,5706.34,False
m,10645,2024,2061,42788,6361.311209597668,False
k,33613,2028,2053,13868,5051.351065803652,False
m,6122,2025,2063,23915,6451.77,False
k,7384,2024,2054,9049,4889.78,False
k,6374,2033,2055,33795,5043.61,False
m,6259,2028,2058,27168,5533.26,False
m,36862,2029,2060,20231,14400.219721159061,True
m,12409,2031,2063,8337,6451.77,False
k,25074,2024,2058,47501,6212.265988513436,False
k,4879,2024,2055,10883,5043.61,False
k,12186,2030,2058,85174,5533.26,False
m,6405,2031,2062,30394,6257.17,False
m,16610,2029,2063,67241,8156.823095744077,True
k,7764,2027,2059,45174,5706.34,False
m,16213,2033,2062,16123,6257.17,False
k,10423,2028,2050,6484,4318.21,False
m,14651,2026,2062,45088,8109.782950606613,True
m,5866,2031,2062,1674,6257.17,False
k,30308,2025,2050,25435,8262.31314739527,True
m,19647,2028,2053,68087,6422.788494822768,False
k,20172,2025,2059,50532,5706.34,False
k,4555,2027,2054,44046,4889.78,False
m,13457,2025,2057,56835,6100.646165107595,False
k,27385,2029,2047,71262,3932.04,False
k,15196,2025,2058,885,6323.153977558632,False
k,7186,2025,2044,3877,3578.95,False
k,9717,2025,2063,666,6451.77,False
k,20437,2029,2062,35364,6257.17,False
m,13063,2030,2056,1521,5202.08,False
k,12624,2033,2063,15045,6451.77,False
k,16540,2028,2062,36442,6257.17,False
k,8806,2025,2061,17463,6068.21,False
k,12838,2026,2057,53544,5365.22,False
m,5580,2025,2050,30954,4318.21,False
k,18945,2028,2060,19106,5884.61,False
m,9465,2032,2063,20394,6451.77,False
m,4561,2027,2057,67786,5365.22,False
m,18864,2028,2061,71686,8945.886096013352,True
m,39799,2027,2059,3932,16394.565464753745,True
k,21959,2035,2056,31485,5202.08,False
k,6140,2024,2037,25544,2866.93,False
k,4831,2029,2063,82749,6451.77,False
k,5773,2029,2059,21770,5706.34,False
m,14863,2029,2056,40232,5285.341585040068,False
k,6040,2028,2056,7541,5202.08,False
k,23519,2028,2059,16211,8579.272884956934,True
k,11030,2031,2058,37986,5533.26,False
m,5904,2026,2060,13549,5884.61,False
m,22391,2027,2061,39736,10734.403618905862,True
m,14254,2033,2062,56050,6257.17,False
k,19082,2026,2060,17904,5884.61,False
k,5031,2030,2058,46130,5533.26,False
m,12484,2032,2060,36582,5884.61,False
k,12047,2031,2063,59000,6451.77,False
m,5511,2024,2051,49010,4454.84,False
m,19271,2024,2063,3189,12505.103320468148,True
k,14254,2025,2049,8008,4185.61,False
m,10198,2027,2057,25910,5365.22,False
m,9052,2032,2063,20803,6451.77,False
k,37631,2028,2055,7292,10545.849410713832,True
m,22771,2029,2051,71520,6017.140005966217,False
k,4586,2025,2052,27356,4595.52,False
k,11537,2029,2058,127415,5533.26,False
k,10065,2027,2061,66889,6068.21,False
k,16950,2025,2063,13201,8726.535817791795,True
m,14894,2026,2047,31341,4099.573623350464,False
k,21264,2031,2063,9836,6451.77,False
k,9480,2024,2062,51942,6257.17,False
k,15660,2027,2057,85,5365.22,False
k,17610,2026,2060,130612,7529.382607941627,True
m,37257,2027,2062,114633,18004.57995295351,True
k,38462,2030,2063,17658,14425.684468693764,True
k,33693,2035,2054,55548,6119.79739612061,False
k,8490,2025,2061,9174,6068.21,False
k,5717,2024,2063,46476,6451.77,False
k,7212,2031,2050,90046,4318.21,False
k,12387,2030,2062,35862,6257.17,False
