plec,wynagrodzenie_brutto,rok_rozpoczecia,rok_zakonczenia,absence,emerytura_urealniona,emerytura_nominalna,stopa_zastapienia
m,7887,2033,2058,False,2433.1927394322543,5533.26,0.1379790669681965
k,6369,2024,2062,True,2492.74542091206,6257.17,0.13273834285868238
m,33283,2027,2061,False,6499.783942073802,15917.508207435729,0.35147732367817053
m,4550,2036,2060,True,2463.0055415731995,5884.61,0.1352786395929004
m,7034,2026,2060,True,2463.0055415731995,5884.61,0.1352786395929004
k,21876,2027,2054,True,2373.4507028193652,4889.78,0.1438238270036237
k,37579,2035,2060,False,4017.661903447577,9598.993187220161,0.2206669158752513
k,11601,2040,2060,True,2463.0055415731995,5884.61,0.1352786395929004
m,8045,2033,2063,False,2507.5810784837863,6451.77,0.1315161362720451
m,13168,2029,2057,False,2418.2813943666365,5365.22,0.13938246617093747
k,6891,2028,2044,False,2223.7460049873025,3578.95,0.1615127625747272
m,15107,2027,2060,False,3033.894617879055,7248.577522856001,0.16663427249650117
m,11073,2027,2063,False,2507.5810784837863,6451.77,0.1315161362720451
m,25630,2025,2063,True,5737.867753319711,14762.993449136793,0.30093631022804335
k,10594,2026,2053,False,2358.4965625558334,4740.46,0.14539013835258902
k,13500,2031,2061,True,2477.9037900358453,6068.21,0.13399322196176247
m,27426,2024,2048,True,4742.347834767845,8424.794506782773,0.3195241612346022
k,23157,2037,2057,False,2418.2813943666365,5365.22,0.13938246617093747
m,5872,2035,2054,False,2373.4507028193652,4889.78,0.1438238270036237
k,10095,2028,2063,True,2507.5810784837863,6451.77,0.1315161362720451
k,19650,2024,2055,False,3632.1342630382032,7669.9911618187025,0.21639579999302294
m,6789,2028,2062,False,2492.74542091206,6257.17,0.13273834285868238
k,5535,2035,2051,True,2328.5984421532407,4454.84,0.14864435152865602
m,19442,2049,2059,False,2448.100335987148,5706.34,0.13661133112220983
m,6889,2025,2063,True,2507.5810784837863,6451.77,0.1315161362720451
k,13064,2025,2051,True,2328.5984421532407,4454.84,0.14864435152865602
m,11299,2024,2050,True,2313.6098054841045,4318.21,0.15033116156332627
k,18528,2026,2057,True,2418.2813943666365,5365.22,0.13938246617093747
k,22979,2036,2061,True,2477.9037900358453,6068.21,0.13399322196176247
k,8984,2038,2061,False,2477.9037900358453,6068.21,0.13399322196176247
m,9326,2033,2052,True,2343.5449463207156,4595.52,0.1469966183407991
m,17891,2028,2047,False,2442.6080011757576,4233.463519783477,0.16763616203860462
m,12867,2028,2058,True,2433.1927394322543,5533.26,0.1379790669681965
k,9940,2027,2062,True,2492.74542091206,6257.17,0.13273834285868238
m,13545,2038,2058,False,2433.1927394322543,5533.26,0.1379790669681965
k,5258,2024,2045,True,2238.716518488004,3693.12,0.159521339227325
k,5521,2034,2059,True,2448.100335987148,5706.34,0.13661133112220983
k,27670,2028,2051,True,2328.5984421532407,4454.84,0.14864435152865602
k,4598,2024,2038,False,2132.985621824678,2960.16,0.17477382478336007
m,11161,2029,2062,False,2492.74542091206,6257.17,0.13273834285868238
m,24649,2031,2061,True,3868.004195152193,9472.466942199135,0.2091632236708265
m,8700,2027,2062,True,2492.74542091206,6257.17,0.13273834285868238
k,6794,2025,2056,False,2403.3675427861226,5202.08,0.14082233891966942
k,4908,2038,2056,True,2403.3675427861226,5202.08,0.14082233891966942
k,5455,2026,2062,False,2492.74542091206,6257.17,0.13273834285868238
k,13905,2044,2062,False,2492.74542091206,6257.17,0.13273834285868238
m,18209,2034,2055,False,2388.408057312325,5043.61,0.14229690722929264
k,7495,2029,2063,False,2507.5810784837863,6451.77,0.1315161362720451
k,12139,2025,2060,False,2463.0055415731995,5884.61,0.1352786395929004
m,7789,2024,2061,True,2477.9037900358453,6068.21,0.13399322196176247
m,4642,2024,2056,False,2403.3675427861226,5202.08,0.14082233891966942
k,19239,2031,2061,False,2656.982318695348,6506.760569544575,0.1436769349193634
k,6927,2024,2060,True,2463.0055415731995,5884.61,0.1352786395929004
m,4859,2024,2038,True,2132.985621824678,2960.16,0.17477382478336007
m,11287,2028,2058,True,2433.1927394322543,5533.26,0.1379790669681965
k,10995,2026,2054,True,2373.4507028193652,4889.78,0.1438238270036237
k,5105,2045,2063,True,2507.5810784837863,6451.77,0.1315161362720451
m,9117,2028,2058,True,2433.1927394322543,5533.26,0.1379790669681965
m,11379,2038,2061,True,2477.9037900358453,6068.21,0.13399322196176247
m,8902,2025,2063,True,2507.5810784837863,6451.77,0.1315161362720451
k,8399,2037,2055,False,2388.408057312325,5043.61,0.14229690722929264
m,13726,2024,2053,False,2909.2973317213073,5847.54196723791,0.17934439603736566
k,17127,2025,2057,False,3076.5806712266576,6825.728464574262,0.1773248565399978
m,9141,2027,2055,False,2388.408057312325,5043.61,0.14229690722929264
k,18493,2029,2061,False,2852.450450099027,6985.448109567249,0.15424691944537489
m,8043,2031,2062,False,2492.74542091206,6257.17,0.13273834285868238
k,6598,2027,2063,True,2507.5810784837863,6451.77,0.1315161362720451
k,4841,2045,2062,False,2492.74542091206,6257.17,0.13273834285868238
m,13220,2034,2062,False,2492.74542091206,6257.17,0.13273834285868238
m,9825,2025,2061,True,2477.9037900358453,6068.21,0.13399322196176247
k,5366,2025,2057,False,2418.2813943666365,5365.22,0.13938246617093747
m,9632,2026,2053,True,2358.4965625558334,4740.46,0.14539013835258902
k,41935,2030,2060,False,5560.4401045487075,13284.997086416794,0.30540279353196037
k,7970,2025,2048,True,2283.655199226147,4056.92,0.1538653505616367
m,7483,2028,2058,True,2433.1927394322543,5533.26,0.1379790669681965
m,4814,2038,2061,True,2477.9037900358453,6068.21,0.13399322196176247
k,5046,2027,2061,False,2477.9037900358453,6068.21,0.13399322196176247
k,11757,2027,2044,True,2223.7460049873025,3578.95,0.1615127625747272
m,18632,2025,2061,True,4088.7008017756875,10012.937222225375,0.22109744384370975
k,12793,2029,2061,False,2477.9037900358453,6068.21,0.13399322196176247
m,8375,2028,2061,True,2477.9037900358453,6068.21,0.13399322196176247
k,32327,2037,2060,True,2463.0055415731995,5884.61,0.1352786395929004
k,23536,2026,2061,True,2477.9037900358453,6068.21,0.13399322196176247
m,6293,2034,2060,False,2463.0055415731995,5884.61,0.1352786395929004
m,19842,2028,2061,False,3842.3671427667805,9409.683625800304,0.20777689411899422
k,8688,2037,2053,True,2358.4965625558334,4740.46,0.14539013835258902
m,14735,2029,2061,True,2582.5119599271784,6324.387961859893,0.1396499330026138
k,6697,2026,2056,False,2403.3675427861226,5202.08,0.14082233891966942
m,24283,2032,2061,True,3603.9734243034736,8825.87437859168,0.1948856985202007
k,7911,2028,2057,False,2418.2813943666365,5365.22,0.13938246617093747
k,6709,2026,2062,False,2492.74542091206,6257.17,0.13273834285868238
m,27410,2027,2053,False,4708.515651065335,9463.880701636925,0.2902576805971129
k,6209,2041,2060,True,2463.0055415731995,5884.61,0.1352786395929004
k,8304,2025,2057,False,2418.2813943666365,5365.22,0.13938246617093747
k,5640,2024,2054,False,2373.4507028193652,4889.78,0.1438238270036237
k,10158,2024,2049,True,2298.629535474335,4185.61,0.15207609018305693
k,9129,2029,2051,False,2328.5984421532407,4454.84,0.14864435152865602
m,27874,2029,2063,False,5314.647930767782,13674.088696275572,0.27873952611072766
k,16622,2035,2058,False,2433.1927394322543,5533.26,0.1379790669681965
k,8723,2024,2058,False,2433.1927394322543,5533.26,0.1379790669681965
m,9595,2029,2055,True,2388.408057312325,5043.61,0.14229690722929264
m,8108,2024,2055,False,2388.408057312325,5043.61,0.14229690722929264
k,7894,2033,2063,True,2507.5810784837863,6451.77,0.1315161362720451
k,10916,2033,2060,False,2463.0055415731995,5884.61,0.1352786395929004
m,14692,2030,2055,False,2388.408057312325,5043.61,0.14229690722929264
k,6133,2030,2057,False,2418.2813943666365,5365.22,0.13938246617093747
m,24424,2030,2048,False,2969.68758264907,5275.658493402703,0.20008800852146036
k,9077,2035,2059,False,2448.100335987148,5706.34,0.13661133112220983
k,6490,2031,2057,False,2418.2813943666365,5365.22,0.13938246617093747
k,24720,2024,2063,True,2945.2807720288065,7577.930097495414,0.1544723521393724
k,4807,2024,2061,False,2477.9037900358453,6068.21,0.13399322196176247
k,28054,2027,2056,True,2465.756665987318,5337.121022334117,0.14447795217728823
m,20565,2029,2060,False,3691.0066052714456,8818.54872546209,0.20272563088534623
k,5822,2031,2058,True,2433.1927394322543,5533.26,0.1379790669681965
m,9842,2034,2063,True,2507.5810784837863,6451.77,0.1315161362720451
k,13782,2028,2058,False,2433.1927394322543,5533.26,0.1379790669681965
m,14517,2038,2056,True,2403.3675427861226,5202.08,0.14082233891966942
m,27210,2032,2062,True,4133.896199647713,10376.707972884571,0.2201293908666658
m,29286,2026,2053,True,5013.603326731192,10077.091653880037,0.30906489027422207
m,6727,2028,2063,True,2507.5810784837863,6451.77,0.1315161362720451
k,10959,2045,2062,True,2492.74542091206,6257.17,0.13273834285868238
m,7716,2029,2056,True,2403.3675427861226,5202.08,0.14082233891966942
m,13971,2036,2057,True,2418.2813943666365,5365.22,0.13938246617093747
k,41678,2026,2058,False,6177.054765666909,14047.078761483255,0.35028226057301276
m,7346,2031,2063,False,2507.5810784837863,6451.77,0.1315161362720451
k,44371,2030,2053,True,2722.0722969723734,5471.229021814688,0.16780285973098344
k,12671,2032,2063,False,2507.5810784837863,6451.77,0.1315161362720451
m,9455,2025,2057,False,2418.2813943666365,5365.22,0.13938246617093747
k,10950,2029,2060,True,2463.0055415731995,5884.61,0.1352786395929004
k,4788,2038,2061,True,2477.9037900358453,6068.21,0.13399322196176247
m,15915,2041,2059,False,2448.100335987148,5706.34,0.13661133112220983
k,7675,2025,2060,True,2463.0055415731995,5884.61,0.1352786395929004
m,17964,2026,2062,False,3961.3661091776366,9943.631214572182,0.21094218782935076
k,6837,2031,2063,True,2507.5810784837863,6451.77,0.1315161362720451
k,8879,2025,2055,True,2388.408057312325,5043.61,0.14229690722929264
m,11395,2024,2063,True,2748.562219760284,7071.791785614028,0.1441549733118731
m,11023,2028,2058,True,2433.1927394322543,5533.26,0.1379790669681965
k,11744,2030,2052,True,2343.5449463207156,4595.52,0.1469966183407991
k,8566,2039,2058,True,2433.1927394322543,5533.26,0.1379790669681965
k,21294,2031,2060,True,2463.0055415731995,5884.61,0.1352786395929004
m,11741,2025,2059,False,2601.04692393383,6062.84713323878,0.14514620882425924
m,13782,2047,2060,False,2463.0055415731995,5884.61,0.1352786395929004
k,30525,2026,2057,True,2828.909981012749,6276.24413092934,0.16304986286858758
k,13478,2029,2059,False,2448.100335987148,5706.34,0.13661133112220983
m,25146,2030,2059,False,4172.449021367252,9725.668674028482,0.23283515241163483
m,6119,2035,2060,False,2463.0055415731995,5884.61,0.1352786395929004
m,11531,2026,2055,True,2388.408057312325,5043.61,0.14229690722929264
m,17832,2041,2056,False,2403.3675427861226,5202.08,0.14082233891966942
k,5883,2025,2053,False,2358.4965625558334,4740.46,0.14539013835258902
k,8464,2031,2061,True,2477.9037900358453,6068.21,0.13399322196176247
k,4653,2030,2060,False,2463.0055415731995,5884.61,0.1352786395929004
k,7096,2025,2055,False,2388.408057312325,5043.61,0.14229690722929264
k,18587,2030,2061,True,2477.9037900358453,6068.21,0.13399322196176247
m,7427,2028,2060,False,2463.0055415731995,5884.61,0.1352786395929004
k,6683,2028,2063,True,2507.5810784837863,6451.77,0.1315161362720451
k,6459,2029,2057,True,2418.2813943666365,5365.22,0.13938246617093747
m,51070,2041,2063,True,4719.888802781895,12143.82946274933,0.24754594948167974
k,10983,2029,2053,False,2358.4965625558334,4740.46,0.14539013835258902
k,14450,2030,2055,False,2388.408057312325,5043.61,0.14229690722929264
m,8392,2026,2058,True,2433.1927394322543,5533.26,0.1379790669681965
k,7971,2030,2045,False,2238.716518488004,3693.12,0.159521339227325
k,6623,2044,2060,True,2463.0055415731995,5884.61,0.1352786395929004
m,5730,2024,2061,True,2477.9037900358453,6068.21,0.13399322196176247
k,5978,2029,2063,False,2507.5810784837863,6451.77,0.1315161362720451
k,13869,2024,2049,True,2298.629535474335,4185.61,0.15207609018305693
m,19886,2034,2053,False,2358.4965625558334,4740.46,0.14539013835258902
m,12200,2036,2050,True,2313.6098054841045,4318.21,0.15033116156332627
m,14734,2035,2058,True,2433.1927394322543,5533.26,0.1379790669681965
m,4837,2024,2060,False,2463.0055415731995,5884.61,0.1352786395929004
m,11524,2029,2046,False,2253.697880494916,3810.78,0.15757905562063723
m,4656,2025,2062,True,2492.74542091206,6257.17,0.13273834285868238
k,12227,2034,2056,False,2403.3675427861226,5202.08,0.14082233891966942
m,6278,2033,2062,False,2492.74542091206,6257.17,0.13273834285868238
k,4910,2034,2061,True,2477.9037900358453,6068.21,0.13399322196176247
m,4895,2039,2062,True,2492.74542091206,6257.17,0.13273834285868238
k,14775,2043,2057,False,2418.2813943666365,5365.22,0.13938246617093747
k,4822,2031,2055,False,2388.408057312325,5043.61,0.14229690722929264
m,7048,2037,2063,False,2507.5810784837863,6451.77,0.1315161362720451
m,5661,2035,2062,True,2492.74542091206,6257.17,0.13273834285868238
k,13068,2034,2058,False,2433.1927394322543,5533.26,0.1379790669681965
m,7075,2025,2060,True,2463.0055415731995,5884.61,0.1352786395929004
k,9677,2026,2037,True,2117.452597324898,2866.93,0.17731807136066954
m,6719,2043,2059,False,2448.100335987148,5706.34,0.13661133112220983
k,22193,2028,2052,True,2343.5449463207156,4595.52,0.1469966183407991
m,14471,2032,2054,False,2373.4507028193652,4889.78,0.1438238270036237
m,6304,2030,2062,True,2492.74542091206,6257.17,0.13273834285868238
k,26362,2030,2056,False,3424.7376800332895,7412.831817598118,0.20066825473124428
m,26065,2034,2062,True,3543.6975993694527,8895.21975322036,0.18870139846069203
m,13144,2025,2062,False,3068.600517801904,7702.653845393188,0.16340254572778895
m,20325,2024,2056,True,4356.072864068689,9428.703317864118,0.2552386841804187
m,11263,2027,2054,True,2373.4507028193652,4889.78,0.1438238270036237
m,6625,2039,2061,True,2477.9037900358453,6068.21,0.13399322196176247
m,33614,2029,2059,True,5500.890805970423,12822.167776503282,0.3069661828458204
k,12531,2029,2057,False,2418.2813943666365,5365.22,0.13938246617093747
m,16364,2031,2045,False,2238.716518488004,3693.12,0.159521339227325
m,7712,2026,2058,True,2433.1927394322543,5533.26,0.1379790669681965
k,13218,2028,2062,False,2492.74542091206,6257.17,0.13273834285868238
k,6139,2029,2061,False,2477.9037900358453,6068.21,0.13399322196176247
k,5454,2029,2063,False,2507.5810784837863,6451.77,0.1315161362720451
k,9045,2028,2052,False,2343.5449463207156,4595.52,0.1469966183407991
m,13032,2027,2059,True,2454.845386037753,5722.062210540138,0.1369877251173226
m,6751,2034,2061,True,2477.9037900358453,6068.21,0.13399322196176247
m,9489,2028,2040,False,2163.6852788799074,3154.78,0.17000466669756245
k,4779,2026,2048,False,2283.655199226147,4056.92,0.1538653505616367
k,36533,2031,2054,False,4112.247531833238,8472.046928264293,0.24918957739965095
m,20120,2025,2053,False,3977.63703543339,7994.851279561357,0.24520247689966776
m,14714,2024,2057,True,3208.8111806738802,7119.096215551909,0.18494622539836444
m,6014,2029,2059,True,2448.100335987148,5706.34,0.13661133112220983
k,16327,2024,2061,False,3353.3728882490595,8212.171504006401,0.18133441642995057
k,11574,2034,2060,True,2463.0055415731995,5884.61,0.1352786395929004
k,24190,2026,2063,True,2609.4581618756847,6713.890142776312,0.13685932557002337
k,6057,2024,2049,False,2298.629535474335,4185.61,0.15207609018305693
k,4975,2028,2061,True,2477.9037900358453,6068.21,0.13399322196176247
m,9742,2033,2059,False,2448.100335987148,5706.34,0.13661133112220983
m,27292,2027,2056,True,4797.98952741173,10385.230272280154,0.28113224271096304
m,15779,2035,2053,True,2358.4965625558334,4740.46,0.14539013835258902
m,23790,2024,2058,False,5441.350209225733,12374.032262534898,0.3085626603880762
m,25363,2031,2053,False,3391.075467532676,6815.891897421154,0.20904373541013996
k,24988,2046,2062,False,2492.74542091206,6257.17,0.13273834285868238
m,9432,2037,2058,True,2433.1927394322543,5533.26,0.1379790669681965
m,15513,2041,2059,True,2448.100335987148,5706.34,0.13661133112220983
k,4857,2025,2055,False,2388.408057312325,5043.61,0.14229690722929264
k,8176,2032,2059,False,2448.100335987148,5706.34,0.13661133112220983
k,14688,2028,2060,False,2463.0055415731995,5884.61,0.1352786395929004
k,38461,2024,2045,False,4560.119060418204,7522.643785103209,0.32493452991773275
m,7164,2028,2057,True,2418.2813943666365,5365.22,0.13938246617093747
k,10990,2030,2060,True,2463.0055415731995,5884.61,0.1352786395929004
k,8359,2035,2052,True,2343.5449463207156,4595.52,0.1469966183407991
k,17184,2035,2062,True,2492.74542091206,6257.17,0.13273834285868238
m,7994,2030,2062,True,2492.74542091206,6257.17,0.13273834285868238
m,13448,2028,2043,False,2208.7485578983856,3468.11,0.1635517522543064
m,27165,2032,2056,True,3550.4207922514875,7684.872440918721,0.20803250073614463
m,14079,2027,2063,True,2861.335811382214,7361.947618046199,0.15006965625907642
m,18210,2026,2048,True,2849.5299053630342,5062.198035667905,0.19199217025982046
m,20399,2033,2063,False,3140.410167366958,8079.97965823067,0.1647063837996731
m,16028,2033,2060,True,2463.0055415731995,5884.61,0.1352786395929004
m,15198,2025,2053,True,2873.529878963135,5775.651178082694,0.17713950204362797
k,9551,2025,2061,True,2477.9037900358453,6068.21,0.13399322196176247
m,5604,2026,2055,True,2388.408057312325,5043.61,0.14229690722929264
k,5614,2025,2055,True,2388.408057312325,5043.61,0.14229690722929264
k,9155,2029,2063,False,2507.5810784837863,6451.77,0.1315161362720451
m,20110,2025,2057,True,4109.215851014436,9116.741798343895,0.23684284247371767
m,7643,2029,2045,True,2238.716518488004,3693.12,0.159521339227325
k,9797,2031,2058,True,2433.1927394322543,5533.26,0.1379790669681965
k,13788,2031,2059,True,2448.100335987148,5706.34,0.13661133112220983
m,5286,2025,2060,False,2463.0055415731995,5884.61,0.1352786395929004
m,4674,2032,2058,False,2433.1927394322543,5533.26,0.1379790669681965
m,7903,2028,2059,True,2448.100335987148,5706.34,0.13661133112220983
m,14175,2027,2055,True,2459.2584036114035,5193.224934518187,0.14651803900935717
m,4506,2031,2047,True,2268.6937823038925,3932.04,0.1557004309832786
m,21064,2037,2060,True,2463.0055415731995,5884.61,0.1352786395929004
m,24702,2024,2059,False,5714.8640333905405,13320.923472341283,0.3189065298130907
m,26389,2027,2062,True,5241.153679040835,13156.092592032443,0.2790906958196395
m,8633,2031,2056,False,2403.3675427861226,5202.08,0.14082233891966942
m,6907,2033,2060,True,2463.0055415731995,5884.61,0.1352786395929004
m,14617,2042,2057,False,2418.2813943666365,5365.22,0.13938246617093747
k,14267,2037,2062,True,2492.74542091206,6257.17,0.13273834285868238
m,12762,2036,2061,True,2477.9037900358453,6068.21,0.13399322196176247
m,22230,2026,2062,False,4902.091327489361,12304.994539074798,0.26103567331588
k,15603,2034,2056,False,2403.3675427861226,5202.08,0.14082233891966942
m,12536,2048,2056,False,2403.3675427861226,5202.08,0.14082233891966942
k,17445,2030,2056,True,2403.3675427861226,5202.08,0.14082233891966942
k,10107,2024,2058,True,2433.1927394322543,5533.26,0.1379790669681965
k,21159,2027,2061,False,3645.3727748820647,8927.25844127592,0.19712437800140437
k,13402,2024,2052,False,2343.5449463207156,4595.52,0.1469966183407991
m,10754,2028,2057,False,2418.2813943666365,5365.22,0.13938246617093747
m,5118,2024,2062,False,2492.74542091206,6257.17,0.13273834285868238
m,15848,2025,2062,False,3699.8768263941456,9287.253358322538,0.19701792032060284
m,15518,2028,2061,False,3005.0324222081895,7359.110498194189,0.16249782496414433
k,6992,2032,2060,False,2463.0055415731995,5884.61,0.1352786395929004
m,13030,2027,2053,False,2358.4965625558334,4740.46,0.14539013835258902
m,6051,2029,2062,True,2492.74542091206,6257.17,0.13273834285868238
k,23414,2029,2054,True,2373.4507028193652,4889.78,0.1438238270036237
m,5442,2027,2042,True,2193.8504864298798,3360.7,0.16566507822347407
k,10699,2045,2060,True,2463.0055415731995,5884.61,0.1352786395929004
m,8412,2031,2055,False,2388.408057312325,5043.61,0.14229690722929264
k,6679,2031,2056,True,2403.3675427861226,5202.08,0.14082233891966942
m,15468,2039,2062,True,2492.74542091206,6257.17,0.13273834285868238
k,6802,2025,2058,True,2433.1927394322543,5533.26,0.1379790669681965
m,11894,2024,2057,False,2712.1221263599678,6017.1375873319585,0.1563185621861122
m,12413,2037,2058,False,2433.1927394322543,5533.26,0.1379790669681965
m,7983,2024,2060,True,2463.0055415731995,5884.61,0.1352786395929004
k,11666,2025,2056,True,2403.3675427861226,5202.08,0.14082233891966942
m,19040,2029,2059,False,3345.1753181793147,7797.355134728255,0.18667080198302669
m,24470,2031,2058,True,3578.883733122933,8138.645937995229,0.20294776911062992
m,11459,2030,2060,False,2463.0055415731995,5884.61,0.1352786395929004
m,7160,2042,2062,True,2492.74542091206,6257.17,0.13273834285868238
m,9246,2026,2061,True,2477.9037900358453,6068.21,0.13399322196176247
k,6273,2025,2062,True,2492.74542091206,6257.17,0.13273834285868238
k,18311,2024,2055,False,3384.6315771243035,7147.338837865766,0.20165005056856206
k,9472,2025,2061,True,2477.9037900358453,6068.21,0.13399322196176247
m,21103,2032,2058,False,3041.5027172688233,6916.601818104126,0.17247450245470822
m,4553,2026,2055,True,2388.408057312325,5043.61,0.14229690722929264
m,12353,2026,2059,True,2466.2048319438777,5748.540234989989,0.13762161622188007
m,5758,2031,2053,False,2358.4965625558334,4740.46,0.14539013835258902
m,18903,2028,2048,False,2670.8514144392166,4744.775184948457,0.1799533875867034
m,9598,2040,2057,False,2418.2813943666365,5365.22,0.13938246617093747
m,10804,2031,2062,False,2492.74542091206,6257.17,0.13273834285868238
k,8678,2024,2055,False,2388.408057312325,5043.61,0.14229690722929264
k,11661,2028,2057,True,2418.2813943666365,5365.22,0.13938246617093747
k,5013,2034,2059,False,2448.100335987148,5706.34,0.13661133112220983
k,7869,2026,2063,True,2507.5810784837863,6451.77,0.1315161362720451
m,9176,2024,2058,False,2433.1927394322543,5533.26,0.1379790669681965
m,6205,2025,2062,False,2492.74542091206,6257.17,0.13273834285868238
m,5317,2033,2058,True,2433.1927394322543,5533.26,0.1379790669681965
k,30826,2032,2055,True,2388.408057312325,5043.61,0.14229690722929264
k,20277,2034,2060,True,2463.0055415731995,5884.61,0.1352786395929004
k,5770,2031,2055,True,2388.408057312325,5043.61,0.14229690722929264
k,13714,2029,2062,False,2492.74542091206,6257.17,0.13273834285868238
m,12407,2032,2056,True,2403.3675427861226,5202.08,0.14082233891966942
k,8799,2033,2063,False,2507.5810784837863,6451.77,0.1315161362720451
k,22935,2027,2062,False,4028.535611228747,10112.236877077166,0.2145189543607862
m,9287,2042,2057,True,2418.2813943666365,5365.22,0.13938246617093747
k,20741,2045,2061,False,2477.9037900358453,6068.21,0.13399322196176247
m,4680,2031,2054,False,2373.4507028193652,4889.78,0.1438238270036237
m,14238,2031,2060,True,2463.0055415731995,5884.61,0.1352786395929004
m,19137,2039,2060,False,2463.0055415731995,5884.61,0.1352786395929004
k,7464,2040,2059,True,2448.100335987148,5706.34,0.13661133112220983
k,14320,2024,2056,True,2403.3675427861226,5202.08,0.14082233891966942
k,30539,2028,2059,True,2684.021210489562,6256.254030572305,0.14977642253268697
k,16646,2029,2056,True,2403.3675427861226,5202.08,0.14082233891966942
m,9629,2026,2059,True,2448.100335987148,5706.34,0.13661133112220983
m,11449,2054,2062,False,2492.74542091206,6257.17,0.13273834285868238
m,4524,2045,2061,True,2477.9037900358453,6068.21,0.13399322196176247
k,20646,2032,2062,False,2761.85724869048,6932.681603107946,0.14706850981568703
m,20767,2037,2055,True,2388.408057312325,5043.61,0.14229690722929264
k,6133,2025,2052,True,2343.5449463207156,4595.52,0.1469966183407991
k,11568,2024,2059,False,2448.100335987148,5706.34,0.13661133112220983
k,8431,2024,2060,True,2463.0055415731995,5884.61,0.1352786395929004
k,5235,2035,2063,False,2507.5810784837863,6451.77,0.1315161362720451
m,11162,2028,2050,True,2313.6098054841045,4318.21,0.15033116156332627
m,22189,2028,2057,True,3784.545312273058,8396.424935333733,0.21812980912357177
m,15735,2041,2060,True,2463.0055415731995,5884.61,0.1352786395929004
k,12143,2028,2057,True,2418.2813943666365,5365.22,0.13938246617093747
m,7999,2024,2057,True,2418.2813943666365,5365.22,0.13938246617093747
k,35667,2040,2062,False,2995.747035210391,7519.780527547378,0.1595231080324855
k,5788,2028,2059,False,2448.100335987148,5706.34,0.13661133112220983
k,6204,2030,2054,True,2373.4507028193652,4889.78,0.1438238270036237
k,6036,2038,2057,True,2418.2813943666365,5365.22,0.13938246617093747
k,5757,2046,2063,False,2507.5810784837863,6451.77,0.1315161362720451
k,9229,2028,2054,False,2373.4507028193652,4889.78,0.1438238270036237
m,31342,2030,2060,True,5053.649277911449,12074.173027761604,0.27756770650984197
m,6140,2024,2054,True,2373.4507028193652,4889.78,0.1438238270036237
k,14283,2027,2058,True,2433.1927394322543,5533.26,0.1379790669681965
k,4952,2029,2062,True,2492.74542091206,6257.17,0.13273834285868238
k,17886,2027,2057,False,2845.6023239486885,6313.277907219967,0.16401195931030116
k,7339,2047,2059,True,2448.100335987148,5706.34,0.13661133112220983
k,12609,2039,2061,True,2477.9037900358453,6068.21,0.13399322196176247
k,5042,2025,2059,False,2448.100335987148,5706.34,0.13661133112220983
m,13476,2029,2063,False,2572.103975627714,6617.781338846913,0.13490019519889695
m,8068,2041,2062,False,2492.74542091206,6257.17,0.13273834285868238
k,15983,2028,2062,False,2658.128632341235,6672.307005318281,0.1415449755928521
m,12290,2029,2060,True,2463.0055415731995,5884.61,0.1352786395929004
k,12757,2024,2059,True,2448.100335987148,5706.34,0.13661133112220983
k,5615,2025,2051,False,2328.5984421532407,4454.84,0.14864435152865602
k,31150,2030,2060,True,2527.2148412783154,6038.018784820021,0.13880528481017945
k,4588,2024,2040,True,2163.6852788799074,3154.78,0.17000466669756245
k,7038,2028,2063,True,2507.5810784837863,6451.77,0.1315161362720451
m,12386,2024,2053,False,2625.277338678428,5276.67600220084,0.161835909173744
k,8818,2026,2063,False,2507.5810784837863,6451.77,0.1315161362720451
k,5389,2029,2059,False,2448.100335987148,5706.34,0.13661133112220983
m,9246,2029,2057,False,2418.2813943666365,5365.22,0.13938246617093747
k,27299,2045,2062,False,2492.74542091206,6257.17,0.13273834285868238
m,4665,2037,2062,True,2492.74542091206,6257.17,0.13273834285868238
m,18952,2035,2053,True,2358.4965625558334,4740.46,0.14539013835258902
m,15298,2024,2054,True,3160.5598461958293,6511.381216544115,0.19152022496776655
k,4750,2026,2063,True,2507.5810784837863,6451.77,0.1315161362720451
m,6876,2029,2049,True,2298.629535474335,4185.61,0.15207609018305693
m,5588,2032,2062,True,2492.74542091206,6257.17,0.13273834285868238
k,6678,2025,2055,True,2388.408057312325,5043.61,0.14229690722929264
m,18277,2027,2063,True,3714.513433101264,9557.093303148682,0.1948166139247914
m,12580,2024,2059,True,2839.2771527125374,6618.144097054165,0.15844016912016542
k,9539,2031,2060,True,2463.0055415731995,5884.61,0.1352786395929004
m,34564,2029,2051,False,4798.684565358359,9180.359980561314,0.30632046405935154
m,14524,2026,2059,False,3031.8718468112015,7067.068020051715,0.1691875298966526
m,6958,2031,2062,False,2492.74542091206,6257.17,0.13273834285868238
m,6359,2028,2051,True,2328.5984421532407,4454.84,0.14864435152865602
k,11052,2036,2059,True,2448.100335987148,5706.34,0.13661133112220983
k,9282,2039,2060,False,2463.0055415731995,5884.61,0.1352786395929004
m,4598,2024,2060,True,2463.0055415731995,5884.61,0.1352786395929004
m,8160,2030,2058,True,2433.1927394322543,5533.26,0.1379790669681965
k,23653,2029,2058,True,2433.1927394322543,5533.26,0.1379790669681965
m,26898,2032,2060,True,3897.816775106096,9312.659344772084,0.21408451658697497
